MAL_ID,Name,Score,Genres,English name,Type,Episodes,Studios,Rating,Ranked,Popularity
185,initial d first stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,TV,26,"Gallop, Studio Comet",PG-13 - Teens 13 or older,231.0,638
186,initial d second stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,TV,13,Pastel,PG-13 - Teens 13 or older,391.0,1095
187,initial d third stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,Movie,1,Studio Deen,PG-13 - Teens 13 or older,689.0,1270
188,gosenzo san'e,6.11,"Comedy, Hentai, Mystery, Supernatural",Masquerade,OVA,4,Unknown,Rx - Hentai,Unknown,8469
189,love hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,TV,24,Xebec,PG-13 - Teens 13 or older,3037.0,645
190,love hina again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,OVA,3,Xebec,PG-13 - Teens 13 or older,2581.0,1715
191,love hina christmas special: silent eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,Special,1,Xebec,PG-13 - Teens 13 or older,2174.0,2177
192,love hina haru special: kimi sakura chiru nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,Special,1,Xebec,PG-13 - Teens 13 or older,2731.0,2307
193,maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,TV,24,J.C.Staff,R+ - Mild Nudity,4444.0,1583
194,macross zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,OVA,5,Satelight,R+ - Mild Nudity,1438.0,2809
195,onegai☆teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,TV,12,Daume,PG-13 - Teens 13 or older,2877.0,1008
196,onegai☆twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,TV,12,Daume,PG-13 - Teens 13 or older,4123.0,1699
197,rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",Unknown,TV,24,"Madhouse, Imagin",R+ - Mild Nudity,5608.0,3495
198,speed grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,TV,24,Gonzo,R+ - Mild Nudity,2105.0,1458
199,sen to chihiro no kamikakushi,8.83,"Adventure, Supernatural, Drama",Spirited Away,Movie,1,Studio Ghibli,PG - Children,23.0,41
200,tenshi na konamaiki,7.48,"Comedy, Magic, Romance, Shounen",Cheeky Angel,TV,50,TMS Entertainment,PG-13 - Teens 13 or older,1653.0,3426
201,video girl ai,7.21,"Comedy, Drama, Ecchi, Romance",Video Girl Ai,OVA,6,Production I.G,R+ - Mild Nudity,2725.0,3409
202,wolf's rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,TV,26,Bones,PG-13 - Teens 13 or older,803.0,528
203,words worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",Unknown,OVA,5,Arms,Rx - Hentai,Unknown,5518
204,yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",Unknown,TV,12,Studio Deen,PG-13 - Teens 13 or older,7783.0,3283
205,samurai champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,TV,26,Manglobe,R - 17+ (violence & profanity),105.0,86
206,lodoss-tou senki: eiyuu kishi den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",Record of Lodoss War:Chronicles of the Heroic Knight,TV,27,AIC,PG-13 - Teens 13 or older,2951.0,3255
207,lodoss-tou senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",Record of Lodoss War,OVA,13,Madhouse,R - 17+ (violence & profanity),1904.0,2236
208,r.o.d: read or die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",R.O.D - Read or Die,OVA,3,Studio Deen,PG-13 - Teens 13 or older,1105.0,2075
209,r.o.d: the tv,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,TV,26,J.C.Staff,PG-13 - Teens 13 or older,1410.0,1971
210,ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",Ranma ½,TV,161,Studio Deen,R+ - Mild Nudity,891.0,767
211,pure mail,6.26,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,7731
212,project a-ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Unknown,Movie,1,APPP,PG-13 - Teens 13 or older,4200.0,4227
213,pia carrot e youkoso!!,6.02,"Comedy, Romance, Hentai",Welcome to Pia Carrot,OVA,3,Unknown,Rx - Hentai,Unknown,7767
214,pia carrot e youkoso!! 2,6.15,"Comedy, Romance, Hentai",Welcome To Pia Carrot 2,OVA,3,Unknown,Rx - Hentai,Unknown,8715
215,pia carrot e youkoso!! 2 dx,6.31,"Comedy, Romance",Unknown,OVA,6,Unknown,PG-13 - Teens 13 or older,6799.0,8682
216,pia carrot e youkoso!!: sayaka no koi monogatari,5.94,"Comedy, Romance",Welcome to Pia Carrot! Sayaka's Love Story,Movie,1,Bones,PG-13 - Teens 13 or older,8395.0,8347
217,shin angel,6.28,"Comedy, Drama, Hentai, Romance",New Angel,OVA,5,Unknown,Rx - Hentai,Unknown,8362
218,kidou senkan nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",Martian Successor Nadesico,TV,26,Xebec,PG-13 - Teens 13 or older,1521.0,2424
219,kidou senkan nadesico: the prince of darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Martian Successor Nadesico:The Prince of Darkness,Movie,1,Xebec,R - 17+ (violence & profanity),4595.0,4347
220,kuro no danshou,5.76,"Hentai, Horror",Mystery of the Necronomicon,OVA,4,Unknown,Rx - Hentai,Unknown,8552
221,mezzo forte,6.65,"Action, Comedy, Hentai, Sci-Fi",Unknown,OVA,2,Arms,Rx - Hentai,Unknown,3299
222,mezzo dsa,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",Unknown,TV,13,Arms,R+ - Mild Nudity,5005.0,3924
223,dragon ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball,TV,153,Toei Animation,PG-13 - Teens 13 or older,535.0,120
225,dragon ball gt,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",Dragon Ball GT,TV,64,Toei Animation,PG-13 - Teens 13 or older,5974.0,262
226,elfen lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,TV,13,Arms,R+ - Mild Nudity,1382.0,49
227,flcl,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",FLCL,OVA,6,"Gainax, Production I.G",PG-13 - Teens 13 or older,505.0,171
228,jigoku shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",Hell Girl,TV,26,Studio Deen,R - 17+ (violence & profanity),1158.0,490
229,ninin ga shinobuden,6.92,"Comedy, Parody, Martial Arts",Ninja Nonsense,TV,12,ufotable,R - 17+ (violence & profanity),3939.0,2957
230,air master,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,TV,27,Toei Animation,R - 17+ (violence & profanity),3550.0,2829
231,asagiri no miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",Shrine of the Morning Mist,TV,26,"Chaos Project, GANSIS",PG - Children,7429.0,5793
232,cardcaptor sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Cardcaptor Sakura,TV,70,Madhouse,PG - Children,346.0,405
233,daa! daa! daa!,7.65,"Comedy, Sci-Fi, Shoujo",Unknown,TV,78,J.C.Staff,G - All Ages,1152.0,3651
234,dan doh!!,6.69,"Adventure, Sports, Shounen",Unknown,TV,26,Tokyo Kids,G - All Ages,4958.0,7451
235,detective conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed,TV,Unknown,TMS Entertainment,PG-13 - Teens 13 or older,349.0,580
236,e's otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",E's Otherwise,TV,26,Studio Pierrot,PG-13 - Teens 13 or older,5178.0,4193
237,koukyoushihen eureka seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",Eureka Seven,TV,50,Bones,PG-13 - Teens 13 or older,426.0,351
238,rekka no honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",Flame of Recca,TV,42,Studio Pierrot,PG-13 - Teens 13 or older,2072.0,2139
239,gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gankutsuou:The Count of Monte Cristo,TV,24,Gonzo,R - 17+ (violence & profanity),342.0,767
240,genshiken,7.66,"Slice of Life, Comedy, Parody",Genshiken,TV,12,Palm Studio,PG-13 - Teens 13 or older,1136.0,976
241,girls bravo: first season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo,TV,11,AIC Spirits,R+ - Mild Nudity,6170.0,1194
242,gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",The Gokusen,TV,13,Madhouse,R - 17+ (violence & profanity),1822.0,2742
243,gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",Gravitation,TV,13,Studio Deen,PG-13 - Teens 13 or older,3562.0,1391
244,agatha christie no meitantei poirot to marple,6.88,"Historical, Mystery",Agatha Christie's Great Detectives Poirot and Marple,TV,39,OLM,G - All Ages,4105.0,5915
245,great teacher onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",Great Teacher Onizuka,TV,43,Studio Pierrot,R - 17+ (violence & profanity),44.0,184
246,groove adventure rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",Rave Master,TV,51,Studio Deen,PG-13 - Teens 13 or older,2474.0,1600
247,harukanaru toki no naka de: hachiyou shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,TV,26,Yumeta Company,PG-13 - Teens 13 or older,3462.0,3581
248,ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",Strawberry 100%,TV,12,Madhouse,PG-13 - Teens 13 or older,4993.0,1440
249,inuyasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,TV,167,Sunrise,PG-13 - Teens 13 or older,740.0,187
250,konjiki no gash bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",Zatch Bell!,TV,150,Toei Animation,PG-13 - Teens 13 or older,1434.0,1417
251,kyou kara maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",King From Now On!,TV,78,Studio Deen,PG-13 - Teens 13 or older,1032.0,1513
252,madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",Unknown,TV,26,Bee Train,PG-13 - Teens 13 or older,3366.0,2720
253,jungle wa itsumo hare nochi guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,TV,26,Shin-Ei Animation,PG-13 - Teens 13 or older,757.0,2987
254,jungle wa itsumo hare nochi guu deluxe,7.83,"Comedy, Slice of Life",Haré+Guu Deluxe,OVA,6,Shin-Ei Animation,PG-13 - Teens 13 or older,780.0,4696
255,jungle wa itsumo hare nochi guu final,7.65,"Slice of Life, Comedy",Unknown,OVA,7,Shin-Ei Animation,PG-13 - Teens 13 or older,1162.0,5078
256,hoshi no koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",Voices of a Distant Star,OVA,1,CoMix Wave Films,PG-13 - Teens 13 or older,2682.0,1122
257,ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,TV,13,J.C.Staff,R+ - Mild Nudity,6153.0,1118
258,hitsuji no uta,6.23,"Horror, Drama, Vampire",Unknown,OVA,4,Madhouse,R - 17+ (violence & profanity),7217.0,4165
259,happy☆lesson,6.64,"Comedy, Harem, Romance, School",Unknown,OVA,5,Studio Hibari,PG-13 - Teens 13 or older,5198.0,4844
260,happy☆lesson (tv),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",Unknown,TV,13,Studio Hibari,PG-13 - Teens 13 or older,5048.0,3355
261,happy☆lesson: advance,6.84,"Comedy, Harem, Romance, Slice of Life",Unknown,TV,13,Studio Hibari,PG-13 - Teens 13 or older,4278.0,4410
262,happy☆lesson: the final,6.83,"Comedy, Harem, Romance, School",Unknown,OVA,3,Studio Hibari,PG-13 - Teens 13 or older,4327.0,5270
263,hajime no ippo,8.75,"Comedy, Sports, Drama, Shounen",Fighting Spirit,TV,75,Madhouse,PG-13 - Teens 13 or older,32.0,345
264,hajime no ippo: champion road,8.29,"Comedy, Shounen, Sports",Fighting Spirit:Champion Road,Special,1,Madhouse,PG-13 - Teens 13 or older,228.0,1418
265,hajime no ippo: mashiba vs. kimura,8.23,"Comedy, Sports, Shounen",Unknown,OVA,1,Madhouse,PG-13 - Teens 13 or older,278.0,1702
266,gunparade march: arata naru kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",Gunparade March:A New Song for the March,TV,12,J.C.Staff,PG-13 - Teens 13 or older,4435.0,4264
267,gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",Gungrave,TV,26,Madhouse,R - 17+ (violence & profanity),714.0,963
268,golden boy,8.03,"Adventure, Comedy, Ecchi",Golden Boy,OVA,6,APPP,R+ - Mild Nudity,507.0,579
269,bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,TV,366,Studio Pierrot,PG-13 - Teens 13 or older,818.0,33
270,hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing,TV,13,Gonzo,R - 17+ (violence & profanity),1586.0,205
271,gad guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",Unknown,TV,26,Gonzo,PG-13 - Teens 13 or older,4887.0,4549
272,noir,7.31,"Action, Mystery, Drama",Noir,TV,26,Bee Train,PG-13 - Teens 13 or older,2278.0,1475
273,mahoutsukai ni taisetsu na koto,6.75,"Slice of Life, Drama, Magic, Shounen",Someday's Dreamers,TV,12,J.C.Staff,PG-13 - Teens 13 or older,4700.0,3479
274,kiddy grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",Kiddy Grade,TV,24,Gonzo,R+ - Mild Nudity,2683.0,2531
275,love♥love?,5.91,"Ecchi, Comedy, Harem, Romance",Love♥Love?,TV,9,"Imagin, Studio Live",R+ - Mild Nudity,8506.0,3713
276,mahoromatic: automatic maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",Mahoromatic:Automatic Maiden,TV,12,"Gainax, Shaft",R+ - Mild Nudity,2860.0,2174
277,mahoromatic: motto utsukushii mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",Mahoromatic ~Something More Beautiful~,TV,14,"Gainax, Shaft",R+ - Mild Nudity,2918.0,3042
278,viewtiful joe,6.75,"Action, Sci-Fi, Comedy, Shounen",Unknown,TV,51,Group TAC,PG-13 - Teens 13 or older,4674.0,5009
279,kyougoku natsuhiko: kousetsu hyaku monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",Requiem from the Darkness,TV,13,TMS Entertainment,R - 17+ (violence & profanity),2999.0,2944
280,animal yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",Animal Lane,TV,51,Gallop,G - All Ages,4306.0,8571
281,akane maniax,5.74,"Comedy, Mecha, Romance",Unknown,OVA,3,Silver,PG-13 - Teens 13 or older,9040.0,3933
282,angel heart,7.3,"Action, Mystery, Drama, Romance, Seinen",Unknown,TV,50,TMS Entertainment,PG-13 - Teens 13 or older,2317.0,4203
283,akage no anne,7.7,"Slice of Life, Historical, Drama",Anne of Green Gables,TV,50,Nippon Animation,G - All Ages,1012.0,3492
284,area 88 (tv),7.03,"Action, Drama, Military, Romance, Shounen",Unknown,TV,12,Group TAC,PG-13 - Teens 13 or older,3517.0,4622
285,argento soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,TV,25,Sunrise,PG-13 - Teens 13 or older,4422.0,3511
286,b't x,7.05,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,TV,25,TMS Entertainment,PG-13 - Teens 13 or older,3446.0,5003
287,grappler baki (tv),7.44,"Action, Sports, Martial Arts, Shounen",Unknown,TV,24,Group TAC,PG-13 - Teens 13 or older,1779.0,1744
288,bakuten shoot beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,TV,51,Madhouse,PG - Children,4754.0,1565
289,comic party,6.59,"Comedy, Drama",Comic Party,TV,13,OLM,PG-13 - Teens 13 or older,5438.0,3950
290,seikai no monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",Crest of the Stars,TV,13,Sunrise,PG-13 - Teens 13 or older,1046.0,2463
291,d.c.s.s: da capo second season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",D.C.S.S. ~Da Capo Second Season~,TV,26,feel.,PG-13 - Teens 13 or older,3606.0,2954
292,dear boys,6.85,"Drama, Shounen, Sports",Hoop Days,TV,26,A.C.G.T.,PG-13 - Teens 13 or older,4240.0,3745
293,di gi charat,6.73,"Comedy, Fantasy, Sci-Fi",Unknown,TV,16,Madhouse,G - All Ages,4758.0,3895
294,divergence eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",Unknown,TV,13,Radix,R+ - Mild Nudity,8440.0,4777
295,divergence eve 2: misaki chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",Misaki Chronicle:Divergence Eve,TV,13,Radix,PG-13 - Teens 13 or older,6880.0,5883
296,dragon drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",Dragon Drive,TV,38,Madhouse,PG - Children,4761.0,3651
297,grenadier: hohoemi no senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",Grenadier:The Beautiful Warrior,TV,12,Group TAC,PG-13 - Teens 13 or older,4815.0,2269
298,.hack//tasogare no udewa densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",.hack//Legend Of The Twilight,TV,12,Bee Train,PG-13 - Teens 13 or older,5343.0,1987
299,.hack//liminality,6.61,"Game, Mystery, Sci-Fi",.hack//Liminality,OVA,4,Bee Train,PG-13 - Teens 13 or older,5332.0,2958
300,3x3 eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",3x3 Eyes,OVA,4,Toei Animation,R - 17+ (violence & profanity),4559.0,3414
301,cinderella boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,TV,13,Magic Bus,PG-13 - Teens 13 or older,6755.0,6128
302,mirai shounen conan,8.09,"Adventure, Drama, Sci-Fi",Future Boy Conan,TV,26,Nippon Animation,PG-13 - Teens 13 or older,428.0,2707
303,aa! megami-sama!: chichaitte koto wa benri da ne,6.92,"Comedy, Magic, Supernatural",Oh! My Goddess:The Adventures of Mini-Goddess,TV,48,OLM,G - All Ages,3934.0,3652
304,aa! megami-sama! movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Ah! My Goddess:The Movie,Movie,1,AIC,PG-13 - Teens 13 or older,1355.0,2618
305,abashiri ikka,5.39,"Action, Comedy, Shounen",Unknown,OVA,4,Studio Pierrot,R+ - Mild Nudity,9929.0,7318
306,abenobashi mahou☆shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",Magical☆Shopping Arcade Abenobashi,TV,13,"Gainax, Madhouse",R+ - Mild Nudity,2514.0,1782
307,kerokko demetan,6.01,"Kids, Fantasy, Comedy",Adventures On Rainbow Pond,TV,39,Tatsunoko Production,PG - Children,8189.0,10534
308,zettai shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",Unknown,TV,26,Ajia-Do,PG-13 - Teens 13 or older,3869.0,3946
309,akahori gedou hour rabuge,6.16,"Comedy, Magic, Parody",Akahori's Heretical Hour Love Game,TV,13,Radix,PG-13 - Teens 13 or older,7523.0,6564
310,"chiisana obake: acchi, kocchi, socchi",5.98,"Comedy, Supernatural",Three Little Ghosts,TV,50,Studio Pierrot,G - All Ages,8281.0,9434
311,ace wo nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",Unknown,TV,26,"Madhouse, Tokyo Movie Shinsha",PG-13 - Teens 13 or older,3550.0,5100
312,ace wo nerae!: final stage,6.52,"Action, Drama, Sports",Unknown,OVA,12,Unknown,PG-13 - Teens 13 or older,5756.0,9544
313,ace wo nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Aim for the Ace! (1979),Movie,1,Madhouse,PG-13 - Teens 13 or older,4296.0,7835
314,ace wo nerae! 2,6.87,"Drama, Shoujo, Sports",Unknown,OVA,13,Annapuru,PG-13 - Teens 13 or older,4155.0,8812
315,xiao qian,6.5,"Action, Drama, Fantasy, Romance",A Chinese Ghost Story,Movie,1,Triangle Staff,PG - Children,5919.0,8102
316,nageki no kenkou yuuryouji,6.19,"Comedy, Hentai, Yuri","F3:Frantic, Frustrated & Female",OVA,3,AIC,Rx - Hentai,Unknown,6737
317,final fantasy vii: advent children,7.76,"Action, Super Power, Fantasy",Unknown,Movie,1,Square Enix,PG-13 - Teens 13 or older,890.0,782
318,hand maid may,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Unknown,TV,10,"TNK, Production Reed",PG-13 - Teens 13 or older,4768.0,3240
319,happy world!,6.02,"Ecchi, Fantasy, Comedy, Romance",Unknown,OVA,3,Zexcs,R+ - Mild Nudity,8150.0,6218
320,a kite,6.56,"Action, Hentai, Police, Drama",Kite,OVA,2,Arms,Rx - Hentai,Unknown,2294
321,najica dengeki sakusen,6.0,"Action, Ecchi, Comedy, Sci-Fi",Najica Blitz Tactics,TV,12,"Studio Fantasia, Amber Film Works",R+ - Mild Nudity,8229.0,4443
322,paradise kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",Paradise Kiss,TV,12,Madhouse,R - 17+ (violence & profanity),769.0,983
323,mousou dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",Paranoia Agent,TV,13,Madhouse,R+ - Mild Nudity,1085.0,489
324,kidou keisatsu patlabor: on television,7.69,"Comedy, Mecha, Police, Sci-Fi",Patlabor:The Mobile Police - The TV Series,TV,47,Sunrise,PG-13 - Teens 13 or older,1063.0,3054
325,peach girl,7.0,"Slice of Life, Drama, Romance, School, Shoujo",Peach Girl:Super Pop Love Hurricane,TV,25,Studio Comet,PG-13 - Teens 13 or older,3650.0,1683
326,petshop of horrors,7.27,"Horror, Josei, Mystery, Supernatural",Pet Shop of Horrors,TV,4,Madhouse,R - 17+ (violence & profanity),2492.0,2229
327,puchi pri*yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",Petite Princess Yucie,TV,26,Gainax,G - All Ages,1819.0,4531
328,piano (tv),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",Piano:The Melody of a Young Girl's Heart,TV,10,OLM,G - All Ages,8155.0,5442
329,planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",Planetes,TV,26,Sunrise,PG-13 - Teens 13 or older,219.0,762
330,midori no hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",Midori Days,TV,13,Studio Pierrot,R+ - Mild Nudity,2430.0,1081
331,mahoujin guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru,TV,45,Nippon Animation,G - All Ages,1256.0,5148
332,dokidoki♡densetsu: mahoujin guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru 2,TV,38,Nippon Animation,G - All Ages,2814.0,7592
333,mama wa shougaku 4 nensei,7.21,"Comedy, Drama, Sci-Fi",Mama is Just a Fourth Grade Pupil,TV,51,Sunrise,PG - Children,2749.0,6922
334,marmalade boy,7.49,"Comedy, Drama, Romance, Shoujo",Marmalade Boy,TV,76,Toei Animation,PG-13 - Teens 13 or older,1621.0,2474
335,matantei loki ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",Mythical Detective Loki Ragnarok,TV,26,Studio Deen,PG-13 - Teens 13 or older,2400.0,2779
336,ginyuu mokushiroku meine liebe,6.46,"Fantasy, Shoujo",Unknown,TV,13,Bee Train,PG-13 - Teens 13 or older,6117.0,4629
337,psychic academy,6.24,"Comedy, Romance, Supernatural",Psychic Academy,TV,24,E&G Films,PG-13 - Teens 13 or older,7178.0,4910
